bindingClass casrn SMILES 
0 1646-88-4 CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O
0 21662-09-9 CCCCC/C=C\CCC=O
0 834-12-8 CCNc1[n]c(NC(C)C)[n]c([n]1)SC
0 107-41-5 CC(O)CC(C)(C)O
0 112-38-9 C=CCCCCCCCCC(O)=O
0 90-04-0 COc1ccccc1N
0 103-09-3 CCCCC(COC(C)=O)CC
0 101-42-8 CN(C)C(=O)Nc1ccccc1
0 644-97-3 ClP(Cl)c1ccccc1
0 520-45-6 CC(=O)C1C(=O)C=C(C)OC1=O
0 96-24-2 OCC(O)CCl
0 100-54-9 N#Cc1c[n]ccc1
0 2835-95-2 Cc1ccc(N)cc1O
0 165252-70-0 CN/C(/NCC1COCC1)=N/[N+]([O-])=O
0 636-21-5|95-53-4 Cc1ccccc1N
0 23103-98-2 Cc1[n]c([n]c(OC(=O)N(C)C)c1C)N(C)C
0 77-86-1 NC(CO)(CO)CO
0 23422-53-9 CNC(=O)Oc1cc(ccc1)N=CN(C)C
0 138-22-7 CCCCOC(=O)C(C)O
0 34451-19-9 CCCCOC(=O)[C@H](C)O
0 16672-87-0 OP(O)(=O)CCCl
1 1192-52-5 O=C1SSC(Cl)=C1Cl
0 76-03-9|650-51-1 OC(=O)C(Cl)(Cl)Cl
0 126-06-7 CC1(C)C(=O)N(Br)C(=O)N1Cl
0 1912-24-9 CCNc1[n]c(Cl)[n]c(NC(C)C)[n]1
0 1559-35-9 CCCCC(COCCO)CC
0 106-49-0 Cc1ccc(N)cc1
0 106-47-8 Nc1ccc(Cl)cc1
0 149-57-5|3164-85-0 CCCCC(CC)C(O)=O
0 108-91-8 NC1CCCCC1
0 99-08-1 Cc1cc(ccc1)[N+]([O-])=O
0 210880-92-5 CN/C(/NCc1c[n]c(Cl)[s]1)=N\[N+]([O-])=O
0 616-45-5 O=C1CCCN1
0 104-13-2 CCCCc1ccc(N)cc1
0 478149-53-0 O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2c[n]1
0 95-80-7 Cc1ccc(N)cc1N
0 111-87-5 CCCCCCCCO
0 77-48-5 CC1(C)C(=O)N(Br)C(=O)N1Br
0 123-00-2 NCCCN1CCOCC1
0 110-44-1 C/C=C/C=C/C(O)=O
0 69377-81-7 Nc1c(Cl)c(F)[n]c(OCC(O)=O)c1Cl
0 103-34-4 C1COCCN1SSN1CCOCC1
0 95-16-9 c1[n]c2ccccc2[s]1
0 1477-55-0 NCc1cc(CN)ccc1
0 4344-55-2 CCCCOc1ccc(N)cc1
0 124-19-6 CCCCCCCCC=O
0 100-00-5 [O-][N+](=O)c1ccc(Cl)cc1
0 1559-34-8 CCCCOCCOCCOCCOCCO
0 115-77-5 OCC(CO)(CO)CO
0 446-86-6 C[n]1c[n]c(c1Sc1[n]c[n]c2[n]c[nH]c12)[N+]([O-])=O
0 101-80-4 Nc1ccc(cc1)Oc1ccc(N)cc1
0 99-99-0 Cc1ccc(cc1)[N+]([O-])=O
0 1072-15-7 CCCCCCCCCOS(O)(=O)=O
0 7681-76-7 C[n]1c(COC(N)=O)[n]cc1[N+]([O-])=O
0 602-01-7 Cc1cccc(c1[N+]([O-])=O)[N+]([O-])=O
0 105-21-5 CCCC1CCC(=O)O1
0 88-74-4 Nc1ccccc1[N+]([O-])=O
0 3025-30-7 CCOC(=O)/C=C/C=C\CCCCC
0 108-46-3 Oc1cc(O)ccc1
0 52-51-7 [O-][N+](=O)C(Br)(CO)CO
0 5394-36-5 CCC1(C)NC(=O)NC1=O
0 496-46-8 O=C1NC2NC(=O)NC2N1
0 58-08-2 CN1C(=O)c2c([n]c[n]2C)N(C)C1=O
0 121-69-7 CN(C)c1ccccc1
0 109-46-6 CCCCNC(=S)NCCCC
0 124-22-1 CCCCCCCCCCCCN
0 116-06-3 CNC(=O)ON=CC(C)(C)SC
0 118-52-5 CC1(C)C(=O)N(Cl)C(=O)N1Cl
0 1114-71-2 CCN(CCCC)C(=O)SCCC
0 112-05-0 CCCCCCCCC(O)=O
0 2445-77-4 CC(C)CC(=O)OCC(C)CC
0 103-90-2 CC(=O)Nc1ccc(O)cc1
0 1189-08-8 CC(=C)C(=O)OCCC(C)OC(=O)C(C)=C
0 4376-18-5 COC(=O)c1ccccc1C(O)=O
0 123-35-3 CC(C)=CCCC(=C)C=C
0 10222-01-2 NC(=O)C(Br)(Br)C#N
1 56-38-2 CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OCC
0 950-37-8 COC1=NN(CSP(=S)(OC)OC)C(=O)S1
0 88-72-2 Cc1ccccc1[N+]([O-])=O
0 142-04-1 Nc1ccccc1
0 1634-78-2 CCOC(=O)C(CC(=O)OCC)SP(=O)(OC)OC
0 96-41-3 OC1CCCC1
0 37764-25-3 C=CCN(CC=C)C(=O)C(Cl)Cl
0 695-06-7 CCC1CCC(=O)O1
1 298-00-0 COP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OC
0 85264-33-1 Cc1cc(C)[n][n]1CO
0 142-31-4 CCCCCCCCOS(O)(=O)=O
0 54-85-3 NNC(=O)c1cc[n]cc1
1 97-00-7 [O-][N+](=O)c1cc(ccc1Cl)[N+]([O-])=O
0 2696-84-6 CCCc1ccc(N)cc1
0 99-66-1 CCCC(CCC)C(O)=O
0 3547-33-9 CCCCCCCCSCCO
0 110-16-7 OC(=O)/C=C\C(O)=O
0 5915-41-3 CCNc1[n]c(Cl)[n]c(NC(C)(C)C)[n]1
0 79-43-6 OC(=O)C(Cl)Cl
0 123-05-7 CCCCC(CC)C=O
0 123-99-9 OC(=O)CCCCCCCC(O)=O
0 54593-83-8 CCOP(=S)(OC(Cl)C(Cl)(Cl)Cl)OCC
0 88-12-0 C=CN1CCCC1=O
0 1007-28-9 CCNc1[n]c(N)[n]c(Cl)[n]1
0 6923-22-4 C/C(=C\C(=O)NC)/OP(=O)(OC)OC
0 13194-48-4 CCOP(=O)(SCCC)SCCC
0 121-14-2 Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
0 107-54-0 CC(C)CC(C)(O)C#C
0 108-99-6 Cc1c[n]ccc1
0 123-96-6 CCCCCCC(C)O
0 106-27-4 CCCC(=O)OCCC(C)C
0 759-94-4 CCSC(=O)N(CCC)CCC
0 100-64-1 O=NC1CCCCC1
0 311-45-5 CCOP(=O)(Oc1ccc(cc1)[N+]([O-])=O)OCC
0 150-76-5 COc1ccc(O)cc1
0 97-59-6 NC(=O)NC1NC(=O)NC1=O
0 122-34-9 CCNc1[n]c(Cl)[n]c(NCC)[n]1
0 2605-79-0 CCCCCCCCCC[N+](C)(C)[O-]
0 606-20-2 Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O
0 124-13-0 CCCCCCCC=O
0 108-83-8 CC(C)CC(=O)CC(C)C
0 108-94-1 O=C1CCCCC1
0 56-81-5 OC(CO)CO
0 556-52-5 OCC1CO1
0 16079-88-2 CC1(C)C(=O)N(Cl)C(=O)N1Br
0 95-54-5 Nc1ccccc1N
0 106-30-9 CCCCCCC(=O)OCC
0 108-45-2 Nc1cc(N)ccc1
0 111-11-5 CCCCCCCC(=O)OC
0 5536-61-8 CC(=C)C(O)=O
0 154-42-7 NC1NC(=S)c2[nH]c[n]c2N=1
0 26172-55-4 CN1SC(Cl)=CC1=O
0 98-95-3 [O-][N+](=O)c1ccccc1
0 123-42-2 CC(=O)CC(C)(C)O
0 111-70-6 CCCCCCCO
0 55589-62-3 CC1=CC(=O)NS(=O)(=O)O1
0 50-21-5 CC(O)C(O)=O
0 109-52-4 CCCCC(O)=O
0 528-29-0 [O-][N+](=O)c1ccccc1[N+]([O-])=O
0 123-31-9 Oc1ccc(O)cc1
0 532-32-1|65-85-0 OC(=O)c1ccccc1
0 300-76-5 COP(=O)(OC(Br)C(Cl)(Cl)Br)OC
0 29387-86-8 CCCCOC(O)CC
0 111-82-0 CCCCCCCCCCCC(=O)OC
0 77-71-4 CC1(C)NC(=O)NC1=O
0 960-71-4 c1ccccc1B(c1ccccc1)c1ccccc1
0 100-02-7|824-78-2 [O-][N+](=O)c1ccc(O)cc1
0 99-59-2 COc1ccc(cc1N)[N+]([O-])=O
0 30560-19-1 COP(=O)(NC(C)=O)SC
0 110-12-3 CC(C)CCC(C)=O
0 60-56-0 CN1C=CNC1=S
0 57-55-6 CC(O)CO
0 62-74-8|144-49-0 OC(=O)CF
0 107-92-6 CCCC(O)=O
0 111-49-9 C1CCCCCN1
0 2016-57-1 CCCCCCCCCCN
0 108-11-2 CC(C)CC(C)O
0 7378-99-6 CCCCCCCCN(C)C
0 112-30-1 CCCCCCCCCCO
0 60-51-5 CNC(=O)CSP(=S)(OC)OC
0 111-71-7 CCCCCCC=O
0 23135-22-0 CNC(=O)ON=C(SC)C(=O)N(C)C
0 7779-27-3 CCN1CN(CN(C1)CC)CC
0 762-04-9 CCOP(O)OCC
0 123-51-3 CC(C)CCO
0 77-92-9 OC(=O)C(O)(CC(O)=O)CC(O)=O
0 540-18-1 CCCC(=O)OCCCCC
0 3391-86-4 CCCCCC(O)C=C
0 627-93-0 COC(=O)CCCCC(=O)OC
1 55406-53-6 CCCCNC(=O)OCC#CI
0 3926-62-3 OC(=O)CCl
0 298-02-2 CCSCSP(=S)(OCC)OCC
0 123-92-2 CC(C)CCOC(C)=O
0 4437-85-8 CCC1COC(=O)O1
0 110-17-8 OC(=O)/C=C/C(O)=O
0 106-68-3 CCCCCC(=O)CC
0 100-01-6 Nc1ccc(cc1)[N+]([O-])=O
0 106-50-3 Nc1ccc(N)cc1
0 628-63-7 CCCCCOC(C)=O
0 96-23-1 OC(CCl)CCl
0 3681-71-8 CC/C=C\CCOC(C)=O
0 924-16-3 CCCCN(CCCC)N=O
0 79-14-1 OCC(O)=O
0 103-76-4 OCCN1CCNCC1
0 105-55-5 CCNC(=S)NCC
0 103-11-7 CCCCC(COC(=O)C=C)CC
0 110-43-0 CCCCCC(C)=O
0 99-65-0 [O-][N+](=O)c1cc(ccc1)[N+]([O-])=O
0 112-14-1 CCCCCCCCOC(C)=O
0 110-87-2 C1CCOC=C1
0 79-39-0 CC(=C)C(N)=O
0 533-74-4 CN1CSC(=S)N(C)C1
0 140-31-8 NCCN1CCNCC1
0 55-98-1 CS(=O)(=O)OCCCCOS(C)(=O)=O
0 111-27-3 CCCCCCO
0 645-62-5 CCCC=C(CC)C=O
0 298-04-4 CCSCCSP(=S)(OCC)OCC
0 78-96-6 CC(O)CN
0 4553-62-2 CC(CCC#N)C#N
0 143-08-8 CCCCCCCCCO
0 512-42-5 COS(O)(=O)=O
0 107-87-9 CCCC(C)=O
0 1569-01-3 CCCOCC(C)O
0 101-37-1 C=CCOc1[n]c([n]c([n]1)OCC=C)OCC=C
0 872-50-4 CN1CCCC1=O
0 123-66-0 CCCCCC(=O)OCC
0 627-18-9 OCCCBr
0 68-11-1 OC(=O)CS
0 120-92-3 O=C1CCCC1
0 107-88-0 CC(O)CCO
0 3252-43-5 N#CC(Br)Br
0 141-66-2 C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC
0 126-11-4 [O-][N+](=O)C(CO)(CO)CO
0 66215-27-8 Nc1[n]c(NC2CC2)[n]c(N)[n]1
0 137-42-8|6734-80-1 CNC(S)=S
0 128-04-1 CN(C)C(S)=S
0 124-09-4 NCCCCCCN
0 108-32-7 CC1COC(=O)O1
0 124-68-5 CC(C)(N)CO
0 5138-18-1 OC(=O)C(CC(O)=O)S(O)(=O)=O
0 107-98-2 COCC(C)O
0 1445-75-6 CP(=O)(OC(C)C)OC(C)C
0 2426-08-6 CCCCOCC1CO1
0 140-95-4 OCNC(=O)NCO
0 150-78-7 COc1ccc(cc1)OC
0 141-79-7 CC(C)=CC(C)=O
0 110-42-9 CCCCCCCCCC(=O)OC
0 621-64-7 CCCN(CCC)N=O
0 6728-26-3 CCC/C=C/C=O
0 110-97-4 CC(O)CNCC(C)O
0 1569-02-4 CCOCC(C)O
0 75-86-5 CC(C)(O)C#N
0 107-21-1 OCCO
0 540-88-5 CC(=O)OC(C)(C)C
0 3855-32-1 CN(CCCN(C)C)CCCN(C)C
0 594-20-7 CC(C)(Cl)Cl
0 110-62-3 CCCCC=O
0 87-90-1 O=C1N(Cl)C(=O)N(Cl)C(=O)N1Cl
0 7747-35-5 CCC12COCN1COC2
0 928-96-1 CC/C=C\CCO
0 141-43-5 NCCO
0 10265-92-6 COP(N)(=O)SC
0 62-73-7 COP(=O)(OC=C(Cl)Cl)OC
0 107-07-3 OCCCl
0 100-37-8 CCN(CCO)CC
0 110-05-4 CC(C)(C)OOC(C)(C)C
0 71-23-8 CCCO
0 112-34-5 CCCCOCCOCCO
0 109-86-4 COCCO
0 111-90-0 CCOCCOCCO
0 96-29-7 CCC(C)N=O
0 110-85-0 C1CNCCN1
0 111-40-0 NCCNCCN
0 110-91-8 C1COCCN1
0 108-77-0 Clc1[n]c(Cl)[n]c(Cl)[n]1
0 109-02-4 CN1CCOCC1
0 126-30-7 CC(C)(CO)CO
0 111-69-3 N#CCCCCC#N
0 122-20-3 CC(O)CN(CC(C)O)CC(C)O
0 112-31-2 CCCCCCCCCC=O
0 108-01-0 CN(C)CCO
0 6610-29-3 CNC(=S)NN
0 109-55-7 CN(C)CCCN
0 2231-57-4 NNC(=S)NN
0 818-61-1 C=CC(=O)OCCO
0 108-21-4 CC(C)OC(C)=O
0 2044-64-6 CC(=O)CC(=O)N(C)C
0 1111-78-0 NC(O)=O
0 110-80-5 CCOCCO
0 1119-40-0 COC(=O)CCCC(=O)OC
0 140-08-9 ClCCOP(OCCCl)OCCCl
0 108-80-5 Oc1[n]c(O)[n]c(O)[n]1
0 684-93-5 CN(N=O)C(N)=O
0 112-07-2 CCCCOCCOC(C)=O
0 96-48-0 O=C1CCCO1
0 5870-93-9 CCCCCCCOC(=O)CCC
0 1646-75-9 CSC(C)(C)CN=O
0 111-55-7 CC(=O)OCCOC(C)=O
0 111-21-7 CC(=O)OCCOCCOCCOC(C)=O
0 123-25-1 CCOC(=O)CCC(=O)OCC
0 61-82-5 Nc1[n]c[nH][n]1
0 534-13-4 CNC(=S)NC
0 62-56-6 NC(N)=S
0 3033-77-0 C[N+](C)(C)CC1CO1
0 60-35-5 CC(N)=O
0 124-40-3 CNC
0 105-54-4 CCOC(=O)CCC
0 625-55-8 CC(C)OC=O
0 109-77-3 N#CCC#N
0 110-65-6 OCC#CCO
0 112-25-4 CCCCCCOCCO
0 461-58-5 NC(=N)NC#N
0 111-30-8 O=CCCCC=O
0 141-32-2 CCCCOC(=O)C=C
0 105-53-3 CCOC(=O)CC(=O)OCC
0 127-07-1 NC(=O)NO
0 112-12-9 CCCCCCCCCC(C)=O
0 100-97-0 C1N2CN3CN1CN(C2)C3
0 78-82-0 CC(C)C#N
0 57-13-6 NC(N)=O
0 51-79-6 CCOC(N)=O
0 20265-97-8 COc1ccc(N)cc1
0 75-64-9 CC(C)(C)N
0 288-32-4 c1[nH]cc[n]1
0 78-40-0 CCOP(=O)(OCC)OCC
0 822-06-0 O=C=NCCCCCCN=C=O
0 156-43-4 CCOc1ccc(N)cc1
0 108-59-8 COC(=O)CC(=O)OC
0 126-98-7 CC(=C)C#N
0 144-62-7 OC(=O)C(O)=O
0 756-79-6 CP(=O)(OC)OC
0 57-14-7 CN(C)N
0 106-65-0 COC(=O)CCC(=O)OC
0 288-88-0 c1[nH][n]c[n]1
0 420-04-2 NC#N
0 64-19-7 CC(O)=O
0 110-69-0 CCCCN=O
0 122-51-0 CCOC(OCC)OCC
0 3268-49-3 CSCCC=O
0 111-15-9 CCOCCOC(C)=O
0 512-56-1 COP(=O)(OC)OC
0 57-06-7 C=CCN=C=S
0 1596-84-5 CN(C)NC(=O)CCC(O)=O
0 111-44-4 ClCCOCCCl
0 930-55-2 O=NN1CCCC1
0 868-85-9 COP(=O)OC
0 598-55-0 COC(N)=O
0 57966-95-7 CCNC(=O)NC(=O)/C(/C#N)=N/OC
0 77-78-1 COS(=O)(=O)OC
0 105-37-3 CCC(=O)OCC
0 110-73-6 CCNCCO
0 75-12-7 NC=O
0 97-52-9 COc1cc(ccc1N)[N+]([O-])=O
0 55-18-5 CCN(CC)N=O
0 2807-30-9 CCCOCCO
0 584-13-4 N[n]1c[n][n]c1
0 1120-71-4 O=S1(=O)CCCO1
0 64-67-5 CCOS(=O)(=O)OCC
0 929-59-9 NCCOCCOCCN
0 123-77-3 NC(=O)N=NC(N)=O
0 112-60-7 OCCOCCOCCOCCO
0 127-19-5 CC(=O)N(C)C
0 142-62-1 CCCCCC(O)=O
0 107-18-6 C=CCO
0 25606-41-1 CCCOC(=O)NCCCN(C)C
0 139-13-9 OC(=O)CN(CC(O)=O)CC(O)=O
0 556-61-6 CN=C=S
0 79-06-1 C=CC(N)=O
0 112-35-6 COCCOCCOCCO
0 79-44-7 CN(C)C(=O)Cl
0 111-42-2 OCCNCCO
0 67-68-5 CS(C)=O
0 107-20-0 O=CCCl
0 110-15-6 OC(=O)CCC(O)=O
0 107-13-1 C=CC#N
1 6317-18-6 N#CSCSC#N
0 110-26-9 C=CC(=O)NCNC(=O)C=C
0 79-16-3 CNC(C)=O
0 68-12-2 CN(C)C=O
0 75-50-3 CN(C)C
0 111-96-6 COCCOCCOC
0 66-27-3 COS(C)(=O)=O
0 110-63-4 OCCCCO
0 5700-49-2 NCCN
0 107-30-2 COCCl
0 139-87-7 CCN(CCO)CCO
0 111-76-2 CCCCOCCO
0 24307-26-4 C[N+]1(C)CCCCC1
0 1762-95-4 N#CS
0 112-49-2 COCCOCCOCCOC
0 112-27-6 OCCOCCOCCO
0 62-75-9 CN(C)N=O
0 79-24-3 CC[N+]([O-])=O
0 112-50-5 CCOCCOCCOCCO
0 7398-69-8 C[N+](C)(CC=C)CC=C
0 111-46-6 OCCOCCO
0 111-77-3 COCCOCCO
1 2321-07-5 Oc1cc2Oc3cc(O)ccc3C3(OC(=O)c4ccccc34)c2cc1
0 2554-06-5 C[Si]1(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1
0 2610-11-9 Oc1c(N=Nc2ccc(cc2)N=Nc2ccc(cc2)S(O)(=O)=O)c(cc2cc(ccc12)NC(=O)c1ccccc1)S(O)(=O)=O
0 3913-02-8 CCCCC(CO)CCCCCC
1 4574-04-3 CCCCCCCCCCCCCC[N+](C)(C)C
0 6893-02-3 N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O
0 10081-67-1 CC(C)(c1ccc(cc1)Nc1ccc(cc1)C(C)(C)c1ccccc1)c1ccccc1
0 101463-69-8 O=C(Nc1ccc(cc1F)Oc1ccc(cc1Cl)C(F)(F)F)NC(=O)c1c(F)cccc1F
0 101-61-1 CN(C)c1ccc(Cc2ccc(cc2)N(C)C)cc1
0 102-76-1 CC(=O)OC(COC(C)=O)COC(C)=O
0 102-82-9 CCCCN(CCCC)CCCC
0 103055-07-8 O=C(Nc1cc(Cl)c(cc1Cl)OC(F)(F)C(F)C(F)(F)F)NC(=O)c1c(F)cccc1F
0 103-23-1 CCCCC(COC(=O)CCCCC(=O)OCC(CCCC)CC)CC
0 103-24-2 CCCCC(COC(=O)CCCCCCCC(=O)OCC(CCCC)CC)CC
0 103361-09-7 C#CCN1c2cc(c(F)cc2OCC1=O)N1C(=O)C2CCCCC=2C1=O
0 103-41-3 O=C(C=Cc1ccccc1)OCc1ccccc1
0 103-65-1 CCCc1ccccc1
0 103-69-5 CCNc1ccccc1
0 104-45-0 CCCc1ccc(cc1)OC
0 104-51-8 CCCCc1ccccc1
1 10453-86-8 CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
0 104-66-5 C(COc1ccccc1)Oc1ccccc1
0 105512-06-9 C[C@@H](Oc1ccc(cc1)Oc1[n]cc(Cl)cc1F)C(=O)OCC#C
1 1062243-51-9 CN1CCC(CC1)NC(=O)c1ccc(Nc2[n]c3c(c[n]2)N(C)C(=O)C(F)(F)CN3C2CCCC2)c(c1)OC
0 106-43-4 Cc1ccc(Cl)cc1
0 106-46-7 Clc1ccc(Cl)cc1
0 1067-25-0 CCC[Si](OC)(OC)OC
0 1067-53-4 COCCO[Si](C=C)(OCCOC)OCCOC
0 1068967-96-3 Cc1c[n](NC(=O)c2c[n]c([n]c2C)-c2cccc[n]2)c2ccc(F)cc12
0 106-93-4 BrCCBr
0 107071-66-9 O=C(CCCCCCCCc1ccc[n]c1)N1CCC(CC1)C=C(c1ccccc1)c1ccccc1
0 107-46-0 C[Si](C)(C)O[Si](C)(C)C
0 107-51-7 C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C
0 108-38-3 Cc1cc(C)ccc1
0 1085-12-7 CCCCCCCOC(=O)c1ccc(O)cc1
0 108-67-8 Cc1cc(C)cc(C)c1
0 109-43-3 CCCCOC(=O)CCCCCCCCC(=O)OCCCC
0 1095-90-5 CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
0 110235-47-7 Cc1cc(C#CC)[n]c(Nc2ccccc2)[n]1
0 110-25-8 CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(O)=O
0 110-27-0 CCCCCCCCCCCCCC(=O)OC(C)C
0 110-33-8 CCCCCCOC(=O)CCCCC(=O)OCCCCCC
1 110488-70-5 COc1ccc(cc1OC)C(=CC(=O)N1CCOCC1)c1ccc(Cl)cc1
0 1112-39-6 C[Si](C)(OC)OC
0 111-62-6 CCCCCCCC/C=C\CCCCCCCC(=O)OCC
0 111812-58-9 Cc1[n][n](C)c(Oc2ccccc2)c1C=NOCc1ccc(cc1)C(=O)OC(C)(C)C
0 111-84-2 CCCCCCCCC
0 1118-92-9 CCCCCCCC(=O)N(C)C
0 111991-09-4 CN(C)C(=O)c1ccc[n]c1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC
0 1120-01-0 CCCCCCCCCCCCCCCCOS(O)(=O)=O
0 1120-04-3 CCCCCCCCCCCCCCCCCCOS(O)(=O)=O
1 112-00-5 CCCCCCCCCCCC[N+](C)(C)C
0 1120-21-4 CCCCCCCCCCC
0 1120-36-1 CCCCCCCCCCCCC=C
0 112-18-5 CCCCCCCCCCCCN(C)C
0 112226-61-6 CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1
0 112410-23-8 CCc1ccc(cc1)C(=O)NN(C(=O)c1cc(C)cc(C)c1)C(C)(C)C
0 112-42-5 CCCCCCCCCCCO
0 112529-15-4 CCc1c[n]c(CCOc2ccc(CC3SC(=O)NC3=O)cc2)cc1
0 112-53-8 CCCCCCCCCCCCO
0 112-55-0 CCCCCCCCCCCCS
0 112-70-9 CCCCCCCCCCCCCO
0 112-72-1 CCCCCCCCCCCCCCO
0 112733-06-9 OC(=O)CN1c2cc(Cl)ccc2C(=O)N(Cc2ccc(Br)cc2F)C1=O
0 112-80-1 CCCCCCCC/C=C\CCCCCCCC(O)=O
0 112809-51-5 N#Cc1ccc(cc1)C(c1ccc(cc1)C#N)[n]1c[n]c[n]1
0 113-48-4 CCC(CN1C(=O)C2C(C3CC2C=C3)C1=O)CCCC
0 113734-18-2 CC(Cc1ccc(cc1)OCC(O)=O)NCC(O)c1c[s]c([n]1)C(F)(F)F
0 114-07-8 CO[C@]1(C)C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@H]2C)O[C@@H](C)[C@@H]1O
1 114369-43-6 N#CC(C[n]1c[n]c[n]1)(CCc1ccc(Cl)cc1)c1ccccc1
1 115-39-9 Oc1c(Br)cc(cc1Br)C1(OS(=O)(=O)c2ccccc12)c1cc(Br)c(O)c(Br)c1
0 115-96-8 O=P(OCCCl)(OCCCl)OCCCl
0 116714-46-6 O=C(NC(=O)Nc1cc(Cl)c(cc1)OC(F)(F)C(F)OC(F)(F)F)c1c(F)cccc1F
0 117337-19-6 COC(=O)CSc1cc(/N=C2\SC(=O)N3CCCCN3\2)c(F)cc1Cl
0 117718-60-2 CC(C)Cc1c(C2=NCCS2)c([n]c(C(F)F)c1C(=O)OC)C(F)(F)F
0 117-81-7 CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC
0 117-84-0 CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC
0 118134-30-8 CC(C)(C)C1CCC2(CC1)OC(CO2)CN(CCC)CC
0 118-82-1 CC(C)(C)c1cc(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C
0 119-07-3 CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC
0 1191-50-0 CCCCCCCCCCCCCCOS(O)(=O)=O
0 119168-77-3 CCc1[n][n](C)c(C(=O)NCc2ccc(cc2)C(C)(C)C)c1Cl
0 1191914-21-2 CC1(CCN(CC1)C(=O)c1c(C)[n]c[n]c1C)N1CCC2(CC1)OC(=O)N(C[C@@H]2CCCC)CC1CCOCC1
1 119-47-1 CC(C)(C)c1cc(C)cc(Cc2cc(C)cc(c2O)C(C)(C)C)c1O
0 120068-37-3 Nc1c(c(C#N)[n][n]1-c1c(Cl)cc(cc1Cl)C(F)(F)F)S(=O)C(F)(F)F
0 120116-88-3 CN(C)S(=O)(=O)[n]1c(c(Cl)[n]c1C#N)-c1ccc(C)cc1
0 120-55-8 O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1
0 120-56-9 O=C(OCCOCCOCCOC(=O)c1ccccc1)c1ccccc1
0 120-82-1 Clc1cc(Cl)c(Cl)cc1
0 1219-38-1 CCCCCCCCOC(=O)c1ccc(O)cc1
0 122008-85-9 CCCCOC(=O)[C@@H](C)Oc1ccc(cc1)Oc1ccc(cc1F)C#N
0 122-62-3 CCCCC(COC(=O)CCCCCCCCC(=O)OCC(CCCC)CC)CC
0 123-01-3 CCCCCCCCCCCCc1ccccc1
0 123122-55-4 COCCOC[C@H](CC1(CCCC1)C(=O)N[C@@H]1CC[C@@H](CC1)C(O)=O)C(=O)Oc1cc2CCCc2cc1
0 124-18-5 CCCCCCCCCC
0 1241-94-7 CCC(COP(=O)(Oc1ccccc1)Oc1ccccc1)CCCC
0 12427-38-2 SC(=S)NCCNC(S)=S
0 124378-77-4 CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1)C(=O)Cc1cccc2occc21
1 124-94-7 C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@]21F
1 125116-23-6 CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)C[n]1c[n]c[n]1
0 125401-92-5 COc1cc([n]c([n]1)Oc1cccc(Oc2[n]c(cc([n]2)OC)OC)c1C(O)=O)OC
0 1260-17-9 Cc1c(c(O)cc2c1C(=O)c1c(C2=O)c(O)c(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O)C(O)=O
0 126-14-7 CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)O[C@H](COC(C)=O)[C@H]1OC(C)=O
1 126-72-7 O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr
0 126-73-8 CCCCOP(=O)(OCCCC)OCCCC
0 127-25-3 CC(C)C1CC[C@H]2C(C=1)=CC[C@H]1[C@@](C)(CCC[C@]21C)C(=O)OC
0 127308-82-1 C1Oc2cc(CCN3C[C@@H](CCC3)OC(c3ccccc3)c3ccccc3)ccc2O1
